,school,team,city,state_province,primary_conference,ncaa,team_page
802,Hiram College,Terriers,Hiram,OH,North Coast Athletic Conference,3,/wiki/Wofford_Terriers
803,Hobart College[A 10],Statesmen,Geneva,NY,Liberty League,3,
804,Hollins University,None,Roanoke,VA,Old Dominion Athletic Conference,3,
805,Hood College,Blazers,Frederick,MD,MAC Commonwealth,3,/wiki/UAB_Blazers
806,Hope College,Flying Dutchmen,Holland,MI,Michigan Intercollegiate Athletic Association,3,
807,Houghton College,Highlanders,Houghton,NY,Empire 8,3,/wiki/UC_Riverside_Highlanders
808,Howard Payne University,Yellow Jackets,Brownwood,TX,American Southwest Conference,3,/wiki/Georgia_Tech_Yellow_Jackets
809,Hunter College,Hawks,New York,NY,City University of New York Athletic Conference,3,/wiki/UMES_Hawks
810,Huntingdon College,Hawks,Montgomery,AL,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,/wiki/UMES_Hawks
811,Husson University,Eagles,Bangor,ME,North Atlantic Conference,3,
812,Illinois College,Blueboys and Lady Blues,Jacksonville,IL,Midwest Conference,3,
813,Illinois Institute of Technology,Scarlet Hawks,Chicago,IL,Northern Athletics Collegiate Conference,3,
814,Illinois Wesleyan University,Titans,Bloomington,IL,College Conference of Illinois and Wisconsin,3,/wiki/Detroit_Mercy_Titans
815,Immaculata University,Mighty Macs,Immaculata,PA,Atlantic East Conference,3,
816,Ithaca College,Bombers,Ithaca,NY,Liberty League,3,
817,John Carroll University,Blue Streaks,University Heights,OH,Ohio Athletic Conference,3,
818,John Jay College of Criminal Justice,Bloodhounds,New York,NY,City University of New York Athletic Conference,3,
819,Johns Hopkins University[A 11],Blue Jays,Baltimore,MD,Centennial Conference,3,
820,Johnson & Wales University,Wildcats,Providence,RI,Great Northeast Athletic Conference,3,/wiki/Weber_State_Wildcats
821,Juniata College,Eagles,Huntingdon,PA,Landmark Conference,3,
822,Kalamazoo College,Hornets,Kalamazoo,MI,Michigan Intercollegiate Athletic Association,3,/wiki/Delaware_State_Hornets
823,Kean University,Cougars,Union Township,NJ,New Jersey Athletic Conference,3,/wiki/Washington_State_Cougars
824,Keene State College,Owls,Keene,NH,Little East Conference,3,
825,Kenyon College,Lords and Ladies,Gambier,OH,North Coast Athletic Conference,3,
826,Keuka College,Wolves,Keuka Park,NY,Empire 8,3,
827,Keystone College,Giants,La Plume Township,PA,Colonial States Athletic Conference,3,
828,King's College,Monarchs,Wilkes-Barre,PA,MAC Freedom,3,/wiki/Old_Dominion_Monarchs_and_Lady_Monarchs
829,Knox College,Prairie Fire,Galesburg,IL,Midwest Conference,3,
830,La Roche University,Redhawks,Pittsburgh,PA,Allegheny Mountain Collegiate Conference,3,/wiki/Southeast_Missouri_State_Redhawks
831,University of La Verne,Leopards,La Verne,CA,Southern California Intercollegiate Athletic Conference,3,/wiki/Lafayette_Leopards
832,LaGrange College,Panthers,LaGrange,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,/wiki/Milwaukee_Panthers
833,Lake Forest College,Foresters,Lake Forest,IL,Midwest Conference,3,
834,Lakeland University,Muskies,Sheboygan,WI,Northern Athletics Collegiate Conference,3,
835,Lancaster Bible College,Chargers,Lancaster,PA,United East Conference,3,
836,Lasell College,Lasers,Newton,MA,Great Northeast Athletic Conference,3,
837,Lawrence University,Vikings,Appleton,WI,Midwest Conference,3,/wiki/Portland_State_Vikings
838,Lebanon Valley College,Flying Dutchmen,Annville,PA,MAC Commonwealth,3,
839,Lehman College,Lightning,The Bronx,NY,City University of New York Athletic Conference,3,
840,Lesley University,Lynx,Boston,MA,New England Collegiate Conference,3,
841,LeTourneau University,Yellow Jackets,Longview,TX,American Southwest Conference,3,/wiki/Georgia_Tech_Yellow_Jackets
842,Lewis & Clark College,Pioneers,Portland,OR,Northwest Conference,3,/wiki/Denver_Pioneers
843,Linfield University,Wildcats,McMinnville,OR,Northwest Conference,3,/wiki/Weber_State_Wildcats
844,Loras College,Duhawks,Dubuque,IA,American Rivers Conference,3,
845,Luther College,Norse,Decorah,IA,American Rivers Conference,3,/wiki/Northern_Kentucky_Norse
846,Lycoming College,Warriors,Williamsport,PA,MAC Freedom(Landmark Conference in 2023),3,
847,Lynchburg College,Hornets,Lynchburg,VA,Old Dominion Athletic Conference,3,/wiki/Delaware_State_Hornets
848,Macalester College,Scots,St. Paul,MN,Minnesota Intercollegiate Athletic Conference,3,
849,University of Maine at Farmington,Beavers,Farmington,ME,North Atlantic Conference,3,/wiki/Oregon_State_Beavers
850,Maine Maritime Academy,Mariners,Castine,ME,North Atlantic Conference,3,
851,University of Maine at Presque Isle,Owls,Presque Isle,ME,North Atlantic Conference,3,
852,Manchester University,Spartans,North Manchester,IN,Heartland Collegiate Athletic Conference,3,/wiki/USC_Upstate_Spartans
853,Manhattanville College,Valiants,Purchase,NY,Skyline Conference,3,
854,Maranatha Baptist University,Sabercats,Watertown,WI,Independent,3,
855,Marian University,Sabres,Fond du Lac,WI,Northern Athletics Collegiate Conference,3,
856,Marietta College,Pioneers,Marietta,OH,Ohio Athletic Conference,3,/wiki/Denver_Pioneers
857,Martin Luther College,Knights,New Ulm,MN,Upper Midwest Athletic Conference,3,/wiki/UCF_Knights
858,Mary Baldwin University,Fighting Squirrels,Staunton,VA,USA South Athletic Conference,3,
859,University of Mary Hardin–Baylor,Crusaders,Belton,TX,American Southwest Conference,3,/wiki/Holy_Cross_Crusaders
860,University of Mary Washington,Eagles,Fredericksburg,VA,Coast to Coast Athletic Conference,3,
861,Marymount University,Saints,Arlington,VA,Atlantic East Conference,3,/wiki/Siena_Saints
862,Maryville College,Scots,Maryville,TN,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,
863,Marywood University,Pacers,Scranton,PA,Atlantic East Conference,3,
864,University of Massachusetts Boston,Beacons,Boston,MA,Little East Conference,3,/wiki/Valparaiso_Beacons
865,Massachusetts College of Liberal Arts,Trailblazers,North Adams,MA,Massachusetts State Collegiate Athletic Conference,3,
866,University of Massachusetts Dartmouth,Corsairs,Dartmouth,MA,Little East Conference,3,
867,Massachusetts Institute of Technology (MIT)[A 12],Engineers,Cambridge,MA,New England Women's and Men's Athletic Conference,3,
868,Massachusetts Maritime Academy,Buccaneers,Buzzards Bay,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/East_Tennessee_State_Buccaneers
869,McDaniel College,Green Terror,Westminster,MD,Centennial Conference,3,
870,McMurry University,War Hawks,Abilene,TX,American Southwest Conference,3,
871,Medaille College,Mavericks,Buffalo,NY,Allegheny Mountain Collegiate Conference(Empire 8 in 2022),3,/wiki/Omaha_Mavericks
872,Medgar Evers College,Cougars,Brooklyn,NY,City University of New York Athletic Conference,3,/wiki/Washington_State_Cougars
873,Meredith College,Angels,Raleigh,NC,USA South Athletic Conference,3,
874,Messiah University,Falcons,Grantham,PA,MAC Commonwealth,3,/wiki/Air_Force_Falcons
875,Methodist University,Monarchs,Fayetteville,NC,USA South Athletic Conference,3,/wiki/Old_Dominion_Monarchs_and_Lady_Monarchs
876,Middlebury College,Panthers,Middlebury,VT,New England Small College Athletic Conference,3,/wiki/Milwaukee_Panthers
877,Millikin University,Big Blue,Decatur,IL,College Conference of Illinois and Wisconsin,3,
878,Mills College [A 13],Cyclones,Oakland,CA,Coast to Coast Athletic Conference,3,
879,Millsaps College,Majors and Lady Majors,Jackson,MS,Southern Athletic Association,3,
880,Milwaukee School of Engineering,Raiders,Milwaukee,WI,Northern Athletics Collegiate Conference,3,/wiki/Wright_State_Raiders
881,University of Minnesota Morris,Cougars,Morris,MN,Upper Midwest Athletic Conference,3,/wiki/Washington_State_Cougars
882,Misericordia University,Cougars,Dallas,PA,MAC Freedom,3,/wiki/Washington_State_Cougars
883,Mississippi University for Women[A 14],Owls,Columbus,MS,Independent(St. Louis Intercollegiate Athletic Conference in 2022),3,
884,Mitchell College,Mariners,New London,CT,New England Collegiate Conference,3,
885,Monmouth College,Scots,Monmouth,IL,Midwest Conference,3,
886,Montclair State University,Red Hawks,Montclair,NJ,New Jersey Athletic Conference,3,
887,Moravian College,Greyhounds,Bethlehem,PA,Landmark Conference,3,/wiki/Loyola_Greyhounds
888,Morrisville State College,Mustangs,Morrisville,NY,United East Conference,3,/wiki/SMU_Mustangs
889,Mount Aloysius College,Mounties,Cresson,PA,Allegheny Mountain Collegiate Conference,3,
890,Mount Holyoke College,Lyons,South Hadley,MA,New England Women's and Men's Athletic Conference,3,
891,Mount Mary University,Blue Angels,Milwaukee,WI,Coast to Coast Athletic Conference,3,
892,Mount St. Joseph University,Lions,Cincinnati,OH,Heartland Collegiate Athletic Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
893,Mount Saint Mary College,Knights,Newburgh,NY,Skyline Conference,3,/wiki/UCF_Knights
894,College of Mount Saint Vincent,Dolphins,The Bronx,NY,Skyline Conference,3,/wiki/Jacksonville_Dolphins
895,University of Mount Union,Purple Raiders,Alliance,OH,Ohio Athletic Conference,3,
896,Muhlenberg College,Mules,Allentown,PA,Centennial Conference,3,
897,Muskingum University,Fighting Muskies,New Concord,OH,Ohio Athletic Conference,3,
898,Nazareth College,Golden Flyers,Pittsford,NY,Empire 8,3,
899,Nebraska Wesleyan University,Prairie Wolves,Lincoln,NE,American Rivers Conference,3,
900,Neumann University,Knights,Aston,PA,Atlantic East Conference,3,/wiki/UCF_Knights
901,New England College,Pilgrims,Henniker,NH,New England Collegiate Conference,3,
902,University of New England,Nor'easters,Biddeford,ME,Commonwealth Coast Conference,3,
903,The College of New Jersey,Lions,Ewing,NJ,New Jersey Athletic Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
904,New Jersey City University,Gothic Knights,Jersey City,NJ,New Jersey Athletic Conference,3,
905,State University of New York at Brockport,Golden Eagles,Brockport,NY,State University of New York Athletic Conference,3,/wiki/Southern_Miss_Golden_Eagles
906,State University of New York at Canton,Kangaroos,Canton,NY,North Atlantic Conference,3,
907,State University of New York at Cobleskill,Fighting Tigers,Cobleskill,NY,North Atlantic Conference,3,
908,State University of New York at Cortland,Red Dragons,Cortland,NY,State University of New York Athletic Conference,3,
909,State University of New York at Delhi,Broncos,Delhi,NY,North Atlantic Conference,3,/wiki/Western_Michigan_Broncos
910,State University of New York at Fredonia,Blue Devils,Fredonia,NY,State University of New York Athletic Conference,3,/wiki/Duke_Blue_Devils
911,State University of New York at Geneseo,Knights,Geneseo,NY,State University of New York Athletic Conference,3,/wiki/UCF_Knights
912,State University of New York Maritime College,Privateers,The Bronx,NY,Skyline Conference,3,/wiki/New_Orleans_Privateers
913,State University of New York Polytechnic Institute,Wildcats,Marcy,NY,North Atlantic Conference,3,/wiki/Weber_State_Wildcats
914,State University of New York at New Paltz,Hawks,New Paltz,NY,State University of New York Athletic Conference,3,/wiki/UMES_Hawks
915,State University of New York at Old Westbury,Panthers,Old Westbury,NY,Skyline Conference,3,/wiki/Milwaukee_Panthers
916,State University of New York at Oneonta,Red Dragons,Oneonta,NY,State University of New York Athletic Conference,3,
917,State University of New York at Oswego,Lakers,Oswego,NY,State University of New York Athletic Conference,3,
918,State University of New York at Plattsburgh,Cardinals,Plattsburgh,NY,State University of New York Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals
919,State University of New York at Potsdam,Bears,Potsdam,NY,State University of New York Athletic Conference,3,/wiki/Northern_Colorado_Bears
920,State University of New York at Purchase,Panthers,Purchase,NY,Skyline Conference,3,/wiki/Milwaukee_Panthers
921,New York University (NYU),Violets,New York,NY,University Athletic Association,3,
922,Nichols College,Bison,Dudley,MA,Commonwealth Coast Conference,3,/wiki/North_Dakota_State_Bison
923,North Carolina Wesleyan College,Bishops,Rocky Mount,NC,USA South Athletic Conference,3,
924,North Central College,Cardinals,Naperville,IL,College Conference of Illinois and Wisconsin,3,/wiki/University_of_the_Incarnate_Word_Cardinals
925,North Central University,Rams,Minneapolis,MN,Upper Midwest Athletic Conference,3,/wiki/VCU_Rams
926,North Park University,Vikings,Chicago,IL,College Conference of Illinois and Wisconsin,3,/wiki/Portland_State_Vikings
927,Northern Vermont University–Johnson,Badgers,Johnson,VT,North Atlantic Conference,3,/wiki/Wisconsin_Badgers
928,Northern Vermont University–Lyndon,Hornets,Lyndonville,VT,North Atlantic Conference,3,/wiki/Delaware_State_Hornets
929,Northland College,Lumberjacks and Lumberjills,Ashland,WI,Upper Midwest Athletic Conference,3,
930,University of Northwestern – St. Paul,Eagles,Roseville,MN,Upper Midwest Athletic Conference,3,
931,Norwich University,Cadets,Northfield,VT,Great Northeast Athletic Conference,3,
932,Notre Dame of Maryland University,Gators,Baltimore,MD,Colonial States Athletic Conference,3,/wiki/Florida_Gators
933,Oberlin College,Yeomen and Yeowomen,Oberlin,OH,North Coast Athletic Conference,3,
934,Occidental College,Tigers,Los Angeles,CA,Southern California Intercollegiate Athletic Conference,3,/wiki/Pacific_Tigers
935,Oglethorpe University,Stormy Petrels,Atlanta,GA,Southern Athletic Association,3,
936,Ohio Northern University,Polar Bears,Ada,OH,Ohio Athletic Conference,3,
937,Ohio Wesleyan University,Battling Bishops,Delaware,OH,North Coast Athletic Conference,3,
938,Olivet College,Comets,Olivet,MI,Michigan Intercollegiate Athletic Association,3,
939,Otterbein University,Cardinals,Westerville,OH,Ohio Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals
940,University of the Ozarks,Eagles,Clarksville,AR,American Southwest Conference,3,
941,Pacific Lutheran University,Lutes,Tacoma,WA,Northwest Conference,3,
942,Pacific University,Boxers,Forest Grove,OR,Northwest Conference,3,
943,Pennsylvania College of Technology,Wildcats,Williamsport,PA,United East Conference,3,/wiki/Weber_State_Wildcats
944,"Pennsylvania State University, Abington",Nittany Lions,Abington,PA,United East Conference,3,/wiki/Penn_State_Nittany_Lions
945,"Pennsylvania State University, Altoona",Lions,Altoona,PA,Allegheny Mountain Collegiate Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
946,"Pennsylvania State University, Berks College",Nittany Lions,Reading,PA,United East Conference,3,/wiki/Penn_State_Nittany_Lions
947,"Pennsylvania State University, Erie",Lions,Erie,PA,Allegheny Mountain Collegiate Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
948,"Pennsylvania State University, Harrisburg",Lions,Harrisburg,PA,United East Conference,3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
949,Pfeiffer University,Falcons,Misenheimer,NC,USA South Athletic Conference,3,/wiki/Air_Force_Falcons
950,Piedmont University,Lions,Demorest,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,/wiki/Texas_A%26M%E2%80%93Commerce_Lions
951,University of Pittsburgh at Bradford,Panthers,Bradford,PA,Allegheny Mountain Collegiate Conference,3,/wiki/Milwaukee_Panthers
952,University of Pittsburgh at Greensburg,Bobcats,Greensburg,PA,Allegheny Mountain Collegiate Conference,3,/wiki/Ohio_Bobcats
953,Plymouth State University,Panthers,Plymouth,NH,Little East Conference,3,/wiki/Milwaukee_Panthers
954,Pomona College and Pitzer College,Sagehens,Claremont,CA,Southern California Intercollegiate Athletic Conference,3,
955,Pratt Institute[A 14],Cannoneers,Brooklyn,NY,Coast to Coast Athletic Conference,3,
956,Principia College,Panthers,Elsah,IL,St. Louis Intercollegiate Athletic Conference,3,/wiki/Milwaukee_Panthers
957,University of Puget Sound,Loggers,Tacoma,WA,Northwest Conference,3,
958,Ramapo College,Roadrunners,Mahwah,NJ,New Jersey Athletic Conference,3,/wiki/UTSA_Roadrunners
959,Randolph College,WildCats,Lynchburg,VA,Old Dominion Athletic Conference,3,
960,Randolph–Macon College,Yellow Jackets,Ashland,VA,Old Dominion Athletic Conference,3,/wiki/Georgia_Tech_Yellow_Jackets
961,University of Redlands,Bulldogs,Redlands,CA,Southern California Intercollegiate Athletic Conference,3,/wiki/Yale_Bulldogs
962,Regis College,Pride,Weston,MA,Great Northeast Athletic Conference,3,/wiki/Hofstra_Pride
963,Rensselaer Polytechnic Institute[A 5][A 6],Engineers,Troy,NY,Liberty League,3,
964,Rhode Island College,Anchormen,Providence,RI,Little East Conference,3,
965,Rhodes College,Lynx,Memphis,TN,Southern Athletic Association,3,
966,Ripon College,Red Hawks,Ripon,WI,Midwest Conference,3,
967,Rivier University,Raiders,Nashua,NH,Great Northeast Athletic Conference,3,/wiki/Wright_State_Raiders
968,Roanoke College,Maroons,Salem,VA,Old Dominion Athletic Conference,3,
969,University of Rochester,Yellowjackets,Rochester,NY,University Athletic Association,3,
970,Rochester Institute of Technology[A 15][A 16],Tigers,Rochester,NY,Liberty League,3,/wiki/Pacific_Tigers
971,Rockford University,Regents,Rockford,IL,Northern Athletics Collegiate Conference,3,
972,Roger Williams University,Hawks,Bristol,RI,Commonwealth Coast Conference,3,/wiki/UMES_Hawks
973,Rose-Hulman Institute of Technology,Fightin' Engineers,Terre Haute,IN,Heartland Collegiate Athletic Conference,3,
974,Rosemont College,Ravens,Rosement,PA,Colonial States Athletic Conference,3,
975,Rowan University,Profs,Glassboro,NJ,New Jersey Athletic Conference,3,
976,Rutgers University–Camden,Scarlet Raptors,Camden,NJ,New Jersey Athletic Conference,3,
977,Rutgers University–Newark,Scarlet Raiders,Newark,NJ,New Jersey Athletic Conference,3,
978,Russell Sage College,Gators,Albany & Troy,NY,Empire 8,3,/wiki/Florida_Gators
979,College of Saint Benedict,Bennies,St. Joseph,MN,Minnesota Intercollegiate Athletic Conference,3,
980,St. Catherine University,Wildcats,St. Paul,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/Weber_State_Wildcats
981,Saint Elizabeth University,Screaming Eagles,Convent Station,NJ,United East Conference,3,/wiki/Southern_Indiana_Screaming_Eagles
982,St. John Fisher College,Cardinals,Pittsford,NY,Empire 8,3,/wiki/University_of_the_Incarnate_Word_Cardinals
983,Saint John's University,Johnnies,Collegeville,MN,Minnesota Intercollegiate Athletic Conference,3,
984,University of Saint Joseph,Blue Jays,West Hartford,CT,Great Northeast Athletic Conference,3,
985,St. Joseph's College (Brooklyn),Bears,Brooklyn,NY,Skyline Conference,3,/wiki/Northern_Colorado_Bears
986,St. Joseph's College (Long Island),Golden Eagles,Long Island,NY,Skyline Conference,3,/wiki/Southern_Miss_Golden_Eagles
987,Saint Joseph's College of Maine,Monks,Standish,ME,Great Northeast Athletic Conference,3,
988,St. Lawrence University[A 5][A 6],Saints,Canton,NY,Liberty League,3,/wiki/Siena_Saints
989,Saint Mary's College,Belles,Notre Dame,IN,Michigan Intercollegiate Athletic Association,3,
990,St. Mary's College of Maryland,Seahawks,St. Mary's City,MD,United East Conference,3,/wiki/Wagner_Seahawks
991,Saint Mary's University of Minnesota,Cardinals,Winona,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals
992,St. Norbert College,Green Knights,De Pere,WI,Northern Athletics Collegiate Conference,3,
993,St. Olaf College,Oles,Northfield,MN,Minnesota Intercollegiate Athletic Conference,3,
994,The College of St. Scholastica,Saints,Duluth,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/Siena_Saints
995,University of St. Thomas (Texas)[A 14],Celts,Houston,TX,Southern Collegiate Athletic Conference,3,
996,Saint Vincent College,Bearcats,Latrobe,PA,Presidents' Athletic Conference,3,/wiki/Cincinnati_Bearcats
997,Salem College,Spirits,Winston-Salem,NC,USA South Athletic Conference,3,
998,Salem State University,Vikings,Salem,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/Portland_State_Vikings
999,Salisbury University,Sea Gulls,Salisbury,MD,Coast to Coast Athletic Conference,3,
1000,Salve Regina University,Seahawks,Newport,RI,Commonwealth Coast Conference,3,/wiki/Wagner_Seahawks
1001,Sarah Lawrence College,Gryphons,Yonkers,NY,Skyline Conference,3,
1002,Schreiner University,Mountaineers,Kerrville,TX,Southern Collegiate Athletic Conference,3,/wiki/West_Virginia_Mountaineers
1003,University of Scranton,Royals,Scranton,PA,Landmark Conference,3,/wiki/Queens_Royals
1004,Sewanee: The University of the South,Tigers,Sewanee,TN,Southern Athletic Association,3,/wiki/Pacific_Tigers
1005,Shenandoah University,Hornets,Winchester,VA,Old Dominion Athletic Conference,3,/wiki/Delaware_State_Hornets
1006,Simmons University,Sharks,Boston,MA,Great Northeast Athletic Conference,3,/wiki/LIU_Sharks
1007,Simpson College,Storm,Indianola,IA,American Rivers Conference,3,
1008,Skidmore College,Thoroughbreds,Saratoga Springs,NY,Liberty League,3,
1009,Smith College,Pioneers,Northampton,MA,New England Women's and Men's Athletic Conference,3,/wiki/Denver_Pioneers
1010,University of Southern Maine,Huskies,Portland,ME,Little East Conference,3,/wiki/Washington_Huskies
1011,Southern Virginia University,Knights,Buena Vista,VA,USA South Athletic Conference,3,/wiki/UCF_Knights
1012,Southwestern University,Pirates,Georgetown,TX,Southern Collegiate Athletic Conference,3,/wiki/Seton_Hall_Pirates
1013,Spalding University,Golden Eagles,Louisville,KY,St. Louis Intercollegiate Athletic Conference,3,/wiki/Southern_Miss_Golden_Eagles
1014,Springfield College,Pride,Springfield,MA,New England Women's and Men's Athletic Conference,3,/wiki/Hofstra_Pride
1015,Stevens Institute of Technology,Ducks,Hoboken,NJ,MAC Freedom,3,/wiki/Oregon_Ducks
1016,Stevenson University,Mustangs,Stevenson,MD,MAC Commonwealth,3,/wiki/SMU_Mustangs
1017,Stockton University,Ospreys,Pomona,NJ,New Jersey Athletic Conference,3,/wiki/North_Florida_Ospreys
1018,Suffolk University,Rams,Boston,MA,Commonwealth Coast Conference,3,/wiki/VCU_Rams
1019,Sul Ross State University,Lobos,Alpine,TX,American Southwest Conference,3,/wiki/New_Mexico_Lobos
1020,Susquehanna University,River Hawks,Selinsgrove,PA,Landmark Conference,3,/wiki/UMass_Lowell_River_Hawks
1021,Swarthmore College,Garnet,Swarthmore,PA,Centennial Conference,3,
1022,Sweet Briar College,Vixens,Sweet Briar,VA,Old Dominion Athletic Conference,3,
1023,University of Texas at Dallas,Comets,Dallas,TX,American Southwest Conference,3,
1024,Texas Lutheran University,Bulldogs,Seguin,TX,Southern Collegiate Athletic Conference,3,/wiki/Yale_Bulldogs
1025,Thiel College,Tomcats,Greenville,PA,Presidents' Athletic Conference,3,
1026,Thomas College,Terriers,Waterville,ME,North Atlantic Conference,3,/wiki/Wofford_Terriers
1027,Transylvania University,Pioneers,Lexington,KY,Heartland Collegiate Athletic Conference,3,/wiki/Denver_Pioneers
1028,Trine University,Thunder,Angola,IN,Michigan Intercollegiate Athletic Association,3,
1029,Trinity College,Bantams,Hartford,CT,New England Small College Athletic Conference,3,
1030,Trinity University,Tigers,San Antonio,TX,Southern Collegiate Athletic Conference,3,/wiki/Pacific_Tigers
1031,Trinity Washington University,Tigers,Washington,DC,Independent,3,/wiki/Pacific_Tigers
1032,Tufts University,Jumbos,Medford,MA,New England Small College Athletic Conference,3,
1033,Union College[A 15][A 16],Dutchmen and Dutchwomen,Schenectady,NY,Liberty League,3,
1034,United States Coast Guard Academy (Coast Guard),Bears,New London,CT,New England Women's and Men's Athletic Conference,3,/wiki/Northern_Colorado_Bears
1035,United States Merchant Marine Academy (Merchant Marine),Mariners,Kings Point,NY,Skyline Conference,3,
1036,Ursinus College,Bears,Collegeville,PA,Centennial Conference,3,/wiki/Northern_Colorado_Bears
1037,Utica College,Pioneers,Utica,NY,Empire 8,3,/wiki/Denver_Pioneers
1038,University of Valley Forge,Patriots,Phoenixville,PA,Colonial States Athletic Conference,3,/wiki/George_Mason_Patriots
1039,Vassar College,Brewers,Poughkeepsie,NY,Liberty League,3,
1040,Virginia Wesleyan University,Marlins,Virginia Beach,VA,Old Dominion Athletic Conference,3,
1041,Wabash College,Little Giants,Crawfordsville,IN,North Coast Athletic Conference,3,
1042,Warren Wilson College[A 2],Owls,Swannanoa,NC,Independent,3,
1043,Wartburg College,Knights,Waverly,IA,American Rivers Conference,3,/wiki/UCF_Knights
1044,Washington & Jefferson College,Presidents,Washington,PA,Presidents' Athletic Conference,3,
1045,Washington and Lee University,Generals,Lexington,VA,Old Dominion Athletic Conference,3,
1046,Washington College,Shoremen,Chestertown,MD,Centennial Conference,3,
1047,Washington University in St. Louis,Bears,St. Louis,MO,University Athletic Association,3,/wiki/Northern_Colorado_Bears
1048,Waynesburg University,Yellow Jackets,Waynesburg,PA,Presidents' Athletic Conference,3,/wiki/Georgia_Tech_Yellow_Jackets
1049,Webster University,Gorloks,St. Louis,MO,St. Louis Intercollegiate Athletic Conference,3,
1050,Wellesley College,Blue,Wellesley,MA,New England Women's and Men's Athletic Conference,3,
1051,Wells College,Express,Aurora,NY,United East Conference,3,
1052,Wentworth Institute of Technology,Leopards,Boston,MA,Commonwealth Coast Conference,3,/wiki/Lafayette_Leopards
1053,Wesleyan College,Wolves,Macon,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,
1054,Wesleyan University,Cardinals,Middletown,CT,New England Small College Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals
1055,Western Connecticut State University,Colonials,Danbury,CT,Little East Conference,3,/wiki/George_Washington_Colonials
1056,Western New England University,Golden Bears,Springfield,MA,Commonwealth Coast Conference,3,/wiki/California_Golden_Bears
1057,Westfield State University,Owls,Westfield,MA,Massachusetts State Collegiate Athletic Conference,3,
1058,Westminster College,Blue Jays,Fulton,MO,St. Louis Intercollegiate Athletic Conference,3,
1059,Westminster College,Titans,New Wilmington,PA,Presidents' Athletic Conference,3,/wiki/Detroit_Mercy_Titans
1060,Wheaton College,Thunder,Wheaton,IL,College Conference of Illinois and Wisconsin,3,
1061,Wheaton College,Lyons,Norton,MA,New England Women's and Men's Athletic Conference,3,
1062,Whitman College,Blues,Walla Walla,WA,Northwest Conference,3,
1063,Whittier College,Poets,Whittier,CA,Southern California Intercollegiate Athletic Conference,3,
1064,Whitworth University,Pirates,Spokane,WA,Northwest Conference,3,/wiki/Seton_Hall_Pirates
1065,Widener University,Pride,Chester,PA,MAC Commonwealth,3,/wiki/Hofstra_Pride
1066,Wilkes University,Colonels,Wilkes-Barre,PA,MAC Freedom(Landmark Conference in 2023),3,/wiki/Nicholls_Colonels
1067,Willamette University,Bearcats,Salem,OR,Northwest Conference,3,/wiki/Cincinnati_Bearcats
1068,William Paterson University,Pioneers,Wayne,NJ,New Jersey Athletic Conference,3,/wiki/Denver_Pioneers
1069,William Peace University,Pacers,Raleigh,NC,USA South Athletic Conference,3,
1070,William Smith College,Herons,Geneva,NY,Liberty League,3,
1071,Williams College,Ephs,Williamstown,MA,New England Small College Athletic Conference,3,
1072,Wilmington College,Quakers,Wilmington,OH,Ohio Athletic Conference,3,/wiki/Penn_Quakers
1073,Wilson College,Phoenix,Chambersburg,PA,Colonial States Athletic Conference,3,/wiki/Green_Bay_Phoenix
1074,University of Wisconsin–Eau Claire,Blugolds,Eau Claire,WI,Wisconsin Intercollegiate Athletic Conference,3,
1075,University of Wisconsin–La Crosse,Eagles,La Crosse,WI,Wisconsin Intercollegiate Athletic Conference,3,
1076,Wisconsin Lutheran College,Warriors,Milwaukee,WI,Northern Athletics Collegiate Conference,3,
1077,University of Wisconsin–Oshkosh,Titans,Oshkosh,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Detroit_Mercy_Titans
1078,University of Wisconsin–Platteville,Pioneers,Platteville,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Denver_Pioneers
1079,University of Wisconsin–River Falls,Falcons,River Falls,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Air_Force_Falcons
1080,University of Wisconsin–Stevens Point,Pointers,Stevens Point,WI,Wisconsin Intercollegiate Athletic Conference,3,
1081,University of Wisconsin–Stout,Blue Devils,Menomonie,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Duke_Blue_Devils
